"Target URL:","https://twitter.com/haoel","","","","","","","","","","",""
"Search Query:","from:haoel include:retweets include:nativeretweets","","","","","","","","","","",""
"Hao Chen","@haoel","","","","","","","","","","",""
"Tweet range:","<unspecified> (unknown) ~ 1109672197570727936 (2019/03/24 12:24:03)","","","","","","","","","","",""
"Image : on  /  GIF : on  /  Video : on  /  No media : on  /  include RTs : off","","","","","","","","","","","",""
"Tweet date","Action date","Display name","Username","Tweet URL","Media type","Media URL","Saved filename","Remarks","Tweet content","Replies","Retweets","Likes"
"2019/03/09 18:17:36","","Hao Chen","@haoel","https://twitter.com/haoel/status/1104325352262778880","No media","","","","主人翁被师父调教，在与师傅对抗反派的过程中，流放到了一个荒凉之地，发现了真正的大师，并通过跟反派合作，了解到了师傅的邪恶，最后跟反派一起对抗正派，其间，身体里的各种能量最终在打通任督二脉后迸发出神力，从而笑傲江湖……哦，我说的不是令狐冲，而是“惊奇队长”……",1,4,37
"2019/03/08 07:59:21","","Hao Chen","@haoel","https://twitter.com/haoel/status/1103807379219480576","No media","","","","有人问我为什现在这个年代还要学这么小众晦涩的C语言？我说，老子的《道德经》说过：0 生1，1 生 C，C生万物……",7,8,85
"2019/03/06 18:43:39","","Hao Chen","@haoel","https://twitter.com/haoel/status/1103244744723881984","Image","https://pbs.twimg.com/media/D0-DPcsV4AAft5K?format=jpg&name=orig","haoel-1103244744723881984-20190306_184339-img1.jpg","","谁说中国的互联网不开放？我们向全世界开放了全国人民的隐私数据…… https://t.co/4TNha6130r",5,46,94
"2019/03/06 18:43:39","","Hao Chen","@haoel","https://twitter.com/haoel/status/1103244744723881984","Image","https://pbs.twimg.com/media/D0-DPcqU4AAdeoN?format=jpg&name=orig","haoel-1103244744723881984-20190306_184339-img2.jpg","","谁说中国的互联网不开放？我们向全世界开放了全国人民的隐私数据…… https://t.co/4TNha6130r",5,46,94
"2019/03/05 09:17:29","","Hao Chen","@haoel","https://twitter.com/haoel/status/1102739878217834497","No media","","","","@haohaohao30 是的","","",1
"2019/03/05 08:00:43","","Hao Chen","@haoel","https://twitter.com/haoel/status/1102720560302186496","No media","","","","@binsnote 店里只有高配，三万多……",1,"",3
"2019/03/05 07:52:36","","Hao Chen","@haoel","https://twitter.com/haoel/status/1102718517839683584","No media","","","","苹果电脑有个按键太灵了，另一个太不灵了，苹果客服说，我的这款电脑有键盘关怀计划，可以免费换（变种的召回？）。到了店后，工作人员告之因为修电脑的太多，需要放在店里排队7到10天，我说能不能排到我了，再送过来，毕竟我还要用来工作，怎么沟通都不行，没办法，只好新买了一台，10天后再退了…",20,11,88
"2019/02/27 22:19:51","","Hao Chen","@haoel","https://twitter.com/haoel/status/1100762441561006081","No media","","","","@hushuqi @glow1n 这么巧？",1,"",""
"2019/02/26 17:15:13","","Hao Chen","@haoel","https://twitter.com/haoel/status/1100323390341009408","No media","","","","@avrwx 哈哈，年少无知……","","",1
"2019/02/26 16:02:24","","Hao Chen","@haoel","https://twitter.com/haoel/status/1100305063338221568","No media","","","","酷壳 http://Coolshell.cn - 谈谈我的“三观”: 也许是人到了四十多了，敢写这么大的命题，我也醉了，不过，我还是想把我的想法记录下来，算是对我思考的一个snapshot，给未来… https://goo.gl/fb/XUeBDH",13,51,133
"2019/02/22 08:19:07","","Hao Chen","@haoel","https://twitter.com/haoel/status/1098738923008749568","No media","","","","“外国人自愿对福利院的捐助金额，到了2009年已经从3000美元涨到了5000美元。福利院因此有强大的动力通过各种方式——合法的，不合法的——增加可供国际收养的孩子” http://m.kdnet.net/share-12083948.html?sform=club&from=groupmessage&isappinstalled=0",1,8,11
"2019/02/16 17:46:05","","Hao Chen","@haoel","https://twitter.com/haoel/status/1096707279083065349","No media","","","","@menduo 换新的没现车，赔钱修车我又不乐意，而我的旧车置换了又拿不回来，4S店借辆车先开着，还是辆100多万的车，开得我小心翼翼地……",1,"",2
"2019/02/16 17:32:28","","Hao Chen","@haoel","https://twitter.com/haoel/status/1096703849820151808","No media","","","","也是醉了，买个新车，提车的时候，被4S店的小工一个倒车把新车给蹭了了……道路千万条…………车主两行泪……",17,1,30
"2019/02/11 20:21:59","","Hao Chen","@haoel","https://twitter.com/haoel/status/1094934570623877120","No media","","","","@wiserfirst 初学者，目前在3分钟左右",2,"",""
"2019/02/11 19:56:06","","Hao Chen","@haoel","https://twitter.com/haoel/status/1094928058857836544","No media","","","","@lorfal 厉害","","",""
"2019/02/11 19:42:38","","Hao Chen","@haoel","https://twitter.com/haoel/status/1094924667486318593","Image","https://pbs.twimg.com/media/DzH0LQ0U0AIsj90?format=jpg&name=orig","haoel-1094924667486318593-20190211_194238-img1.jpg","","找到个“减压玩具”，一玩玩了一个春节假期……好嗨哟…… https://t.co/zznC1EFM0s",3,"",17
"2019/02/06 21:46:35","","Hao Chen","@haoel","https://twitter.com/haoel/status/1093143921004138502","No media","","","","@xjtuecho 那你并没真正理解我在说什么",2,"",4
"2019/02/06 18:23:16","","Hao Chen","@haoel","https://twitter.com/haoel/status/1093092756073762816","Image","https://pbs.twimg.com/media/DytyDtfVYAA19Po?format=jpg&name=orig","haoel-1093092756073762816-20190206_182316-img1.jpg","","我一直挺反感用爱国中国或民族作为宣传的方式，只有产品不行，才会套着这种民族外衣绑架着别人的价值观，只有对自己民族的不自信，才会天天提爱国。好东西自信根本不需要。看了《流浪地球》，感觉最败笔的就是宣传为“中国第一科幻大片”，因为它根本不需要，这就是一部很不错的科幻电影！#流浪地球 https://t.co/gIVRpKa1TV",14,17,99
"2019/02/05 15:08:12","","Hao Chen","@haoel","https://twitter.com/haoel/status/1092681278791376896","No media","","","","@linsir84 没回","","",""
"2019/02/05 15:03:02","","Hao Chen","@haoel","https://twitter.com/haoel/status/1092679976606851072","Image","https://pbs.twimg.com/media/Dyn6pDcVsAA8vnc?format=jpg&name=orig","haoel-1092679976606851072-20190205_150302-img1.jpg","","🐷年第一天，实在太无聊，刷leetcode去了，花了两个小时刷了最新的四题。这四题都不难，但是条件有一点多，提交了好几次才过。做算法题就像玩密室逃脱一样，找到钥匙后会有莫明的成就感😎。大家的新年第一天干啥了？ https://t.co/aZrOR4EyWW",8,19,97
"2019/02/05 09:39:50","","Hao Chen","@haoel","https://twitter.com/haoel/status/1092598641997410306","No media","","","","@kevinzhow 同","","",3
"2019/02/03 23:24:29","","Hao Chen","@haoel","https://twitter.com/haoel/status/1092081398599507971","No media","","","","@linuxyz 没有啊，去年这么大的事情，网上找的图",1,"",""
"2019/02/03 18:13:15","","Hao Chen","@haoel","https://twitter.com/haoel/status/1092003073407381505","No media","","","","@linuxyz 什么意思？",1,"",""
"2019/02/03 15:54:15","","Hao Chen","@haoel","https://twitter.com/haoel/status/1091968093608235008","Image","https://pbs.twimg.com/media/DydzMIfUwAA01p5?format=jpg&name=orig","haoel-1091968093608235008-20190203_155415-img1.jpg","","春节期间，重温一下去年国内的创业观…… https://t.co/20p7akbWaQ",10,19,60
"2019/01/31 12:57:58","","Hao Chen","@haoel","https://twitter.com/haoel/status/1090836565176115200","Image","https://pbs.twimg.com/media/DyNuEVmUYAEHGM7?format=jpg&name=orig","haoel-1090836565176115200-20190131_125758-img1.jpg","","发明了个跟孩子玩的小游戏，画地图，训练娃的逻辑思维和空间能力。我画个地图不给娃看，让娃走，从起点开始，我告诉娃当前位置可以怎么走，娃决定方向后，到达下一点后，我再告诉娃可以怎么走，然后，她要把整个地图画出来……（地图中有环，难度会大些）娃还怪喜欢玩的。 https://t.co/OxeLD7AvQf",9,22,110
"2019/01/25 18:19:04","","Hao Chen","@haoel","https://twitter.com/haoel/status/1088743043946049536","Image","https://pbs.twimg.com/media/Dxv-BVxVAAATXn9?format=jpg&name=orig","haoel-1088743043946049536-20190125_181904-img1.jpg","","The Friday Traffic — The East 4th Ring Road, Beijing https://t.co/kTD3NmjTNw",1,"",20
"2019/01/25 18:19:04","","Hao Chen","@haoel","https://twitter.com/haoel/status/1088743043946049536","Image","https://pbs.twimg.com/media/Dxv-BSPVAAEvj_M?format=jpg&name=orig","haoel-1088743043946049536-20190125_181904-img2.jpg","","The Friday Traffic — The East 4th Ring Road, Beijing https://t.co/kTD3NmjTNw",1,"",20
"2019/01/24 14:24:00","","Hao Chen","@haoel","https://twitter.com/haoel/status/1088321502045384704","No media","","","","@yanzzchn 台北那张用instagram 处理过，其它的都是原始iPhoneX的。PS，上传到Instagram 时，尺寸被裁剪过。",1,"",""
"2019/01/24 13:25:23","","Hao Chen","@haoel","https://twitter.com/haoel/status/1088306750497873920","Image","https://pbs.twimg.com/media/Dxpw3H3U8AAicIo?format=jpg&name=orig","haoel-1088306750497873920-20190124_132523-img1.jpg","","过去一年去过好多城市，随手拍照片，最满意的是这三张。第一张是梅雨季节的上海，和朋友吃完晚饭出来一抬头，魔幻范儿十足，让我啧啧称奇。第二张是夏季的台北，101大厦旁边，巨大的广告牌的文案让我浮想翩翩。第三张是冬季的北京，站在朝阳路天桥上，日夜正在交替的瞬间，让我感到了许些暖意…… https://t.co/E2LAj39fZq",7,10,108
"2019/01/24 13:25:23","","Hao Chen","@haoel","https://twitter.com/haoel/status/1088306750497873920","Image","https://pbs.twimg.com/media/Dxpw3H1UcAAxKuV?format=jpg&name=orig","haoel-1088306750497873920-20190124_132523-img2.jpg","","过去一年去过好多城市，随手拍照片，最满意的是这三张。第一张是梅雨季节的上海，和朋友吃完晚饭出来一抬头，魔幻范儿十足，让我啧啧称奇。第二张是夏季的台北，101大厦旁边，巨大的广告牌的文案让我浮想翩翩。第三张是冬季的北京，站在朝阳路天桥上，日夜正在交替的瞬间，让我感到了许些暖意…… https://t.co/E2LAj39fZq",7,10,108
"2019/01/24 13:25:23","","Hao Chen","@haoel","https://twitter.com/haoel/status/1088306750497873920","Image","https://pbs.twimg.com/media/Dxpw3H2VAAEn8tn?format=jpg&name=orig","haoel-1088306750497873920-20190124_132523-img3.jpg","","过去一年去过好多城市，随手拍照片，最满意的是这三张。第一张是梅雨季节的上海，和朋友吃完晚饭出来一抬头，魔幻范儿十足，让我啧啧称奇。第二张是夏季的台北，101大厦旁边，巨大的广告牌的文案让我浮想翩翩。第三张是冬季的北京，站在朝阳路天桥上，日夜正在交替的瞬间，让我感到了许些暖意…… https://t.co/E2LAj39fZq",7,10,108
"2019/01/23 22:04:53","","Hao Chen","@haoel","https://twitter.com/haoel/status/1088075097535967232","No media","","","","BUILD A GREAT FIREWALL &amp; PEOPLE WILL FALL! https://twitter.com/realDonaldTrump/status/1088058726794387456","",5,17
"2019/01/21 15:58:31","","Hao Chen","@haoel","https://twitter.com/haoel/status/1087258124111605760","Image","https://pbs.twimg.com/media/Dxa3fzaUUAEICVL?format=jpg&name=orig","haoel-1087258124111605760-20190121_155831-img1.jpg","","这两天吴秀波跟陈昱霖的新闻沸沸扬扬，这两天爆出陈昱霖平时就在炫耀各种奢侈品，技术圈的朋友们也在讨论，然而，有些“麻瓜”说你们这些码农天天双肩背包格子衬衫牛仔裤，根本不懂奢侈品一事！我说，只是没人包养我们，不然，哥也天天晒下面这些数码产品…… https://t.co/PinBDpBaHh",10,23,93
"2019/01/20 12:59:34","","Hao Chen","@haoel","https://twitter.com/haoel/status/1086850700326236160","Image","https://pbs.twimg.com/media/DxVE8nEUYAApM7s?format=jpg&name=orig","haoel-1086850700326236160-20190120_125934-img1.jpg","","http://google.cn    #10YearChallenge https://t.co/iAqGBOn0iU","",14,28
"2019/01/20 09:34:02","","Hao Chen","@haoel","https://twitter.com/haoel/status/1086798975733161984","No media","","","","分享衣湿乐队的单曲《祖传程序员》http://music.163.com/song/472716426/",1,5,17
"2019/01/12 20:02:16","","Hao Chen","@haoel","https://twitter.com/haoel/status/1084057973092052992","No media","","","","当一个事困难或是复杂到一定程度时，一般会出现四种人：1）找各种借口理由逃避放弃，2）得过且过敷衍应付，3）咬牙努力使蛮力，4）思考总结找方法……",6,33,107
"2019/01/05 12:49:12","","Hao Chen","@haoel","https://twitter.com/haoel/status/1081412276010110977","No media","","","","昨天回老家，看到家的单元门口有一叠各户的电费欠费单，然后拿下502室的扫码交了费，截图传给父亲，说，家里的电费我已交了。不一会，父亲回过电话说：“我们家是501啊……”😢",27,11,84
"2019/01/04 11:17:37","","Hao Chen","@haoel","https://twitter.com/haoel/status/1081026839420665863","Image","https://pbs.twimg.com/media/DwCULQUVsAA1SBT?format=jpg&name=orig","haoel-1081026839420665863-20190104_111737-img1.jpg","","祖国越来越强大了……http://www.gdgafz.alldayfilm.com/bookDetail.html?type=1&id=1134323（PS：关于这个域名，参考http://www.baoan.gov.cn/xxgk/zt/msss/xzzfxxgs/shgk/wsgk/201809/t20180930_14182127.htm） https://t.co/KaB8kKyuR3",12,44,62
"2019/01/04 00:07:21","","Hao Chen","@haoel","https://twitter.com/haoel/status/1080858159768457216","Image","https://pbs.twimg.com/media/Dv_6wmaVsAIJLOP?format=jpg&name=orig","haoel-1080858159768457216-20190104_000721-img1.jpg","","新年伊始，都是程序员们忙于更新Copyright 年份的时候……https://github.com/search?&q=update+copyright+2019&type=Commits https://t.co/OehmGXriSO",1,4,21
"2019/01/03 08:34:37","","Hao Chen","@haoel","https://twitter.com/haoel/status/1080623428791484416","No media","","","","焦虑是对未来的担心，恐惧是对当前的害怕。人的焦虑是来源于自己对自己有更高的定位，来自对未来的不安全感。其实，适当的焦虑感是我们进步努力的源动力，但是大多数人的问题在于几点，一是目标订的太高，二是不知道怎么去，三是知道怎么去但又不想付出太多……所以，人就开始更加迷茫更加焦虑了……",11,46,153
"2018/12/31 20:35:00","","Hao Chen","@haoel","https://twitter.com/haoel/status/1079717559220396032","No media","","","","Wish everyone in 2019:

&lt;strong&gt;body&lt;/strong&gt;
JobLevel++;
import Girlfriend;
double Money;
const bool Happniess=true;
(Study) =&gt; (Study(Study));
open(eyes, O_WORLD);
exit(S_TROUBLES);
ssh success@excited.area
try {Adventure} catch(Mistakes) {Skills.Get();}
/etc",3,45,174
"2018/12/30 10:18:24","","Hao Chen","@haoel","https://twitter.com/haoel/status/1079199996530941953","No media","","","","虽然没有想像中的那么自动化，但是成车速度似乎已经很快了。 https://twitter.com/Tesla/status/1079048162667610112","",2,7
"2018/12/29 17:35:04","","Hao Chen","@haoel","https://twitter.com/haoel/status/1078947497911840769","No media","","","","“记得生日”和“记得生日当天送祝福”是两码事……我记得好些人的生日，但是一旦到了生日那一天就完全忘记了。最糟的在解释的时候说，“我一直记得你的生日的，只是你生日那天我忘记了”……这样的解释说出来，自己都想给自己一嘴巴……🥺😢😭",6,1,41
"2018/12/26 21:40:51","","Hao Chen","@haoel","https://twitter.com/haoel/status/1077922188307525632","No media","","","","@Mage991 你怎么有我的微信？",1,"",1
"2018/12/26 17:48:31","","Hao Chen","@haoel","https://twitter.com/haoel/status/1077863720271794177","No media","","","","@kevinpann 分组功能不是不会用，是太麻烦，对人分组太麻烦了","","",2
"2018/12/26 16:45:05","","Hao Chen","@haoel","https://twitter.com/haoel/status/1077847758617202688","No media","","","","我的微信通讯录中，有我的父母和上一辈的亲戚，有我同学朋友，有以前的领导同事，有学校的老师和家长，有程序员网友，有生意往来的客户，还有圈内的一些大佬，有自己的员工，有投资人，有左派右派…三教九流，什么人都有，在这种环境下，朋友圈已经不知道能发什么了……这是所谓的“社交压力”吧……",46,26,148
"2018/12/25 19:18:28","","Hao Chen","@haoel","https://twitter.com/haoel/status/1077523971682164737","Image","https://pbs.twimg.com/media/DvQiTmeU0AUQqul?format=jpg&name=orig","haoel-1077523971682164737-20181225_191828-img1.jpg","","两年前糙快猛的一个小网页，今天更新了下…… 嘿嘿嘿 https://coolshell.cn/christmas/ 顺祝大家圣诞快乐🎄！ https://t.co/xpFSi5XzzU",3,4,41
"2018/12/22 12:20:46","","Hao Chen","@haoel","https://twitter.com/haoel/status/1076331689696096256","No media","","","","评论区好欢乐…… https://twitter.com/scuba__stephen/status/1075449873745543168",1,15,22
"2018/12/21 23:28:09","","Hao Chen","@haoel","https://twitter.com/haoel/status/1076137253989019648","No media","","","","也不知道谁一开始鼓吹的在物理机上跑Docker，于是有些公司在一些配置巨高的服务器上跑k8s，一台机器可以启几百个pod，于是构造出了一个【分布式微服务单体架构】",15,34,104
"2018/12/14 15:26:28","","Hao Chen","@haoel","https://twitter.com/haoel/status/1073479320062947328","Image","https://pbs.twimg.com/media/DuXDvf1VsAA0HdR?format=jpg&name=orig","haoel-1073479320062947328-20181214_152628-img1.jpg","","今天我去见女朋友的父母，她父亲是微软的Principal工程师，我和他在闲聊时，他问起我的工作，知道我也是个程序员，然后他开始问我一道算法题，问的相当的自然就像闲聊一样，还好我做了一年的算法题训练，没有难倒我，她父亲也很满意，还说过几天来看我们！请问，我接下来要准备一下系统设计吗？ https://t.co/CXEpWCaWyW",9,86,262
"2018/12/11 12:43:08","","Hao Chen","@haoel","https://twitter.com/haoel/status/1072351049476947969","No media","","","","社会主义程序员核心价值观：1）坚定地坚持996乃至无限时的工作制，2）坚决地拥护产品经理的一切决定，3）高举大杂烩功能且不断试错的伟大旗帜，4）深入贯彻落实KPl和人肉运维科学发展观，5）勇于用自己的技术主动承担公司公众问题的无限责任，6）积极推动给后人不断挖大坑的最佳实践……（大家继续）",20,64,155
"2018/12/10 20:31:03","","Hao Chen","@haoel","https://twitter.com/haoel/status/1072106419690725378","No media","","","","创业这两年，让我感觉到，这世上根本没有靠谱的事，不靠谱是常态，而只有创业者通过自己的努力、智慧、才能、耐心、方法、付出……才能把不靠谱变成靠谱……这两年的锻练让我内心强大不少，再不觉得事情会有多难，会有多不靠谱……放眼望去全是机会……这真不是打工能打来……",27,101,529
"2018/12/10 09:16:04","","Hao Chen","@haoel","https://twitter.com/haoel/status/1071936554518503425","No media","","","","@Fenng 这个人在我在在amazon的时候就不断diss我了，那时他也在amazon。然而，明显我和他也没有利益关系……","","",4
"2018/12/07 07:23:48","","Hao Chen","@haoel","https://twitter.com/haoel/status/1070821134755491845","No media","","","","@mwenyuan 这理由还不能成为监控的理由",4,"",1
"2018/12/06 09:17:07","","Hao Chen","@haoel","https://twitter.com/haoel/status/1070487266294824960","No media","","","","新四大发明之一…… https://twitter.com/mbrennanchina/status/1069940186786775042",2,8,17
"2018/11/29 17:45:40","","Hao Chen","@haoel","https://twitter.com/haoel/status/1068078530104197120","Image","https://pbs.twimg.com/media/DtKTwXCVsAAgadN?format=jpg&name=orig","haoel-1068078530104197120-20181129_174540-img1.jpg","","我也就用一下sudo，搞的跟超级英雄似的…… https://t.co/0EodesCVzK",15,27,107
"2018/11/28 11:06:00","","Hao Chen","@haoel","https://twitter.com/haoel/status/1067615562904166400","No media","","","","@derrick_188 基因是hard code，写好了改不了，洗脑是configuration ，可以随时改成符合当前需求的……",2,"",7
"2018/11/28 10:42:20","","Hao Chen","@haoel","https://twitter.com/haoel/status/1067609606518538240","No media","","","","@derrick_188 基因编排的危害我还没看到，但是二战、极端宗教，文革……我是看到了",1,"",4
"2018/11/28 09:45:58","","Hao Chen","@haoel","https://twitter.com/haoel/status/1067595423932571648","No media","","","","近日，首例“基因编排”孩子的新闻，引得全网文诛笔伐，引发大众对未来的担扰。然而，相比起来，那些成百万上千万的被“思想编排”过的下一代，不是更应让人担忧么……",14,27,65
"2018/11/26 21:00:33","","Hao Chen","@haoel","https://twitter.com/haoel/status/1067040410235625472","Image","https://pbs.twimg.com/media/Ds7jlwCVYAA3Pt2?format=jpg&name=orig","haoel-1067040410235625472-20181126_210033-img1.jpg","","前两天在飞机上刚看了《千钧一发》（豆瓣评分：8.7），今天就看到抗艾滋病的基因编辑的新闻。那就顺手推荐一下1997年的这部电影！https://www.douban.com/doubanapp/dispatch?uri=/movie/1300117/&dt_dapp=1 https://t.co/aoM6XXWiaA",2,7,16
"2018/11/26 13:05:52","","Hao Chen","@haoel","https://twitter.com/haoel/status/1066920951923625985","Image","https://pbs.twimg.com/media/Ds528NPU0AEVJwn?format=jpg&name=orig","haoel-1066920951923625985-20181126_130552-img1.jpg","","北京，十天前 vs 今天，雾化滤镜，纯天然！ https://t.co/VTbaigZY4f",7,15,44
"2018/11/20 18:43:54","","Hao Chen","@haoel","https://twitter.com/haoel/status/1064831694807560193","Image","https://pbs.twimg.com/media/DscKVUkUUAEzE5i?format=jpg&name=orig","haoel-1064831694807560193-20181120_184354-img1.jpg","","成都机场安检通道，单核多线程，伪并发。怪不得叫“双流”……😜 https://t.co/6UzjgDxlN2",34,111,321
"2018/11/17 15:24:27","","Hao Chen","@haoel","https://twitter.com/haoel/status/1063694338058682368","No media","","","","This search could cause Google server 500 error... https://www.google.com/search?q=-XX:InitialHeapSize&safe=active&prmd=insv&source=lnms&tbm=isch&sa=X&ved=0ahUKEwjx8_KQxqPdAhVCfd4KHQVJAhQQ_AUIESgB&biw=393&bih=706&dpr=2.75",3,6,14
"2018/11/14 16:27:19","","Hao Chen","@haoel","https://twitter.com/haoel/status/1062622995414306816","No media","","","","发现一个人际关系的解决方案。有些时候，在公司，家里，或是聚会，总会产生一些面红耳赤的争论和摩擦，或是气氛非常尴尬的情况……这个时候，只要一放起这首歌，一切的问题引刃而解，毎个人都会有发自内心的笑容，忍都忍不住！大强大了，屡试不爽！ ​​​http://music.163.com/song/31814005/",3,13,55
"2018/11/12 20:11:04","","Hao Chen","@haoel","https://twitter.com/haoel/status/1061954528491139072","No media","","","","@QIANYU17 https://github.com/haoel/imgfetch","","",1
"2018/11/10 22:50:40","","Hao Chen","@haoel","https://twitter.com/haoel/status/1061269916190355460","Video","https://video.twimg.com/ext_tw_video/1061269566230224897/pu/vid/628x288/qAG0L3q2L5tCboZi.mp4?tag=5","haoel-1061269916190355460-20181110_225040-vid1.mp4","","为了培养一下孩子的编程兴趣，编个图片处理的程序，孩子没兴趣，结果我来劲了……以后，电脑登录，都会有王思聪欢迎，相信机器性能和稳定性都会好很多…… https://t.co/2peRaBen8Z",6,6,45
"2018/11/09 23:29:53","","Hao Chen","@haoel","https://twitter.com/haoel/status/1060917400852299777","No media","","","","除了身份证，还要户口本，暂住证，工作居住证，居住证；除了护照，还要港澳通行证，台湾通行证，边境通行证；除了结婚证，还要准生证。还有毕业证，学位证，社保卡，医疗本，驾照 ⋯若干年前，满大街的办证广告和涂鸦，若干年后，才发现我天朝才是最大的办证团伙，人的一生基本上都是在办证…",12,29,79
"2018/11/09 09:03:22","","Hao Chen","@haoel","https://twitter.com/haoel/status/1060699334210084864","Image","https://pbs.twimg.com/media/DrhcZ0fUUAIzW-8?format=jpg&name=orig","haoel-1060699334210084864-20181109_090322-img1.jpg","","看看12306新改版的网页版和手机端，某些互联网大厂是不是应该感到羞愧了…… https://t.co/AiepC4Y8OY",14,15,66
"2018/11/09 09:03:22","","Hao Chen","@haoel","https://twitter.com/haoel/status/1060699334210084864","Image","https://pbs.twimg.com/media/DrhcZ0dUUAAaAxg?format=jpg&name=orig","haoel-1060699334210084864-20181109_090322-img2.jpg","","看看12306新改版的网页版和手机端，某些互联网大厂是不是应该感到羞愧了…… https://t.co/AiepC4Y8OY",14,15,66
"2018/11/08 20:29:44","","Hao Chen","@haoel","https://twitter.com/haoel/status/1060509675773353984","No media","","","","@maxhis 从1.001开始",1,"",42
"2018/11/08 20:16:02","","Hao Chen","@haoel","https://twitter.com/haoel/status/1060506229192048641","No media","","","","程序员设计的版本号，一般会从1.0开始，然后，1.1、1.2、1.3……1.9，接下来的版本号会是1.10、1.11、1.12……于是有一天，在你的面前放着1.1和1.10这两个版本时，你会有这两个版本是一样的错觉，而当1.11和1.2在一起时，你会觉得1.2是更为新的版本……",58,110,323
